N,P,K,pH,Temp(°C),Humidity(%),Moisture(%),Rainfall(cm),Crop,,,,,,,,,,,,,,,
333,44,55,6.4,28,69,69,62,Oil crop,,,,,,,,,,,,,,,
272,48,70,6.6,26,72,52,70,Oil crop,,,,,,,,,,,,,,,
143,47,29,6.7,27,71.3,60,65,Oil crop,,,,,,,,,,,,,,,
154,46,40,6.5,30,77.7,53,67,Oil crop,,,,,,,,,,,,,,,
266,44,50,6.6,28,75.8,52,44,Oil crop,,,,,,,,,,,,,,,
272,48,63,6.3,27,74.4,55,60,Oil crop,,,,,,,,,,,,,,,
143,46,27,6.4,25,71,67,63,Oil crop,,,,,,,,,,,,,,,
155,41,32,6.7,20,74.3,68,59,Oil crop,,,,,,,,,,,,,,,
263,36,37,6.7,27,69.3,68,73,Oil crop,,,,,,,,,,,,,,,
262,37,45,6.3,28,69.2,52,50,Oil crop,,,,,,,,,,,,,,,
160,48,36,6.4,28,69.8,57,50,Oil crop,,,,,,,,,,,,,,,
167,49,61,6.6,25,72.4,67,44,Oil crop,,,,,,,,,,,,,,,
351,49,85,6.7,22,72.2,64,64,Oil crop,,,,,,,,,,,,,,,
207,55,112,6.6,27,71.1,61,59,Oil crop,,,,,,,,,,,,,,,
155,47,31,6.7,20,75.9,64,55,Oil crop,,,,,,,,,,,,,,,
174,44,46,6.6,27,74.2,64,56,Oil crop,,,,,,,,,,,,,,,
326,41,60,6.4,24,77.4,65,60,Oil crop,,,,,,,,,,,,,,,
297,44,77,6.4,28,74.3,57,70,Oil crop,,,,,,,,,,,,,,,
153,47,31,6.5,25,75.2,54,79,Oil crop,,,,,,,,,,,,,,,
155,46,46,6.4,24,78.4,54,68,Oil crop,,,,,,,,,,,,,,,
313,44,60,6.7,21,69.1,50,76,Oil crop,,,,,,,,,,,,,,,
200,48,77,6.7,25,78.2,50,69,Oil crop,,,,,,,,,,,,,,,
145,48,31,6.6,30,72.9,63,76,Oil crop,,,,,,,,,,,,,,,
164,49,46,6.7,24,75.4,69,70,Oil crop,,,,,,,,,,,,,,,
273,49,60,6.4,25,72.2,50,46,Oil crop,,,,,,,,,,,,,,,
216,55,77,6.3,30,68.6,60,44,Oil crop,,,,,,,,,,,,,,,
158,48,35,6.4,21,70.2,55,43,Oil crop,,,,,,,,,,,,,,,
160,49,58,6.3,27,78.2,67,48,Oil crop,,,,,,,,,,,,,,,
338,49,80,6.6,23,71.6,51,61,Oil crop,,,,,,,,,,,,,,,
170,55,105,6.6,26,69.4,65,72,Oil crop,,,,,,,,,,,,,,,
160,48,36,6.6,30,77.6,52,70,Oil crop,,,,,,,,,,,,,,,
168,48,60,6.7,30,75.4,59,68,Oil crop,,,,,,,,,,,,,,,
350,48,84,6.7,23,74.5,63,77,Oil crop,,,,,,,,,,,,,,,
215.7,54,111,6.3,24,69.8,67,41,Oil crop,,,,,,,,,,,,,,,
155,47,31,6.7,24,76.8,60,56,Oil crop,,,,,,,,,,,,,,,
146,44,45,6.4,26,71.5,69,76,Oil crop,,,,,,,,,,,,,,,
325,41,59,6.6,30,74.5,64,47,Oil crop,,,,,,,,,,,,,,,
248,44,76,6.6,30,74.5,50,65,Oil crop,,,,,,,,,,,,,,,
153,47,29,6.4,27,69,57,72,Oil crop,,,,,,,,,,,,,,,
149,44,39,6.6,24,72,70,68,Oil crop,,,,,,,,,,,,,,,
315,41,49,6.7,21,71.3,54,67,Oil crop,,,,,,,,,,,,,,,
173,44,62,6.5,28,77.7,53,43,Oil crop,,,,,,,,,,,,,,,
160,47,31,6.6,25,75.8,51,79,Oil crop,,,,,,,,,,,,,,,
155,34,22,6.3,21,74.4,67,62,Oil crop,,,,,,,,,,,,,,,
326,41,60,6.4,21,71,51,74,Oil crop,,,,,,,,,,,,,,,
277,44,77,6.7,22,74.3,70,43,Oil crop,,,,,,,,,,,,,,,
166,68,57,6.5,28,73.5,53,56,Oil crop,,,,,,,,,,,,,,,
165,59,64,6.7,28,77,70,42,Oil crop,,,,,,,,,,,,,,,
326.5,50,70,6.5,29,69.2,55,75,Oil crop,,,,,,,,,,,,,,,
300,44.5,77,6.6,21,77.6,64,80,Oil crop,,,,,,,,,,,,,,,
165,69,57,6.5,25,71.5,58,80,Oil crop,,,,,,,,,,,,,,,
161,63,64,6.5,28,73.7,67,50,Oil crop,,,,,,,,,,,,,,,
359.5,57,70,6.3,30,76.8,54,80,Oil crop,,,,,,,,,,,,,,,
238,54.5,77,6.3,28,76.6,59,55,Oil crop,,,,,,,,,,,,,,,
154,46,41,6.5,25,70.1,63,43,Oil crop,,,,,,,,,,,,,,,
146,35,25,6.3,26,68.5,69,77,Oil crop,,,,,,,,,,,,,,,
261,22,19,6.3,27,74.3,53,72,Oil crop,,,,,,,,,,,,,,,
216.2,17,16,6.4,26,74.8,70,55,Oil crop,,,,,,,,,,,,,,,
153,47,37,6.6,24,71.2,60,44,Oil crop,,,,,,,,,,,,,,,
153,34,31,6.7,25,71.4,66,65,Oil crop,,,,,,,,,,,,,,,
290,32,34,6.7,29,69.6,50,69,Oil crop,,,,,,,,,,,,,,,
284,35,47,6.5,23,74.6,57,68,Oil crop,,,,,,,,,,,,,,,
157,47,41,6.5,22,73.7,50,74,Oil crop,,,,,,,,,,,,,,,
165,46,43,6.4,29,74.1,64,79,Oil crop,,,,,,,,,,,,,,,
333,44,55,6.6,22,73.5,63,65,Oil crop,,,,,,,,,,,,,,,
299,48,70,6.3,29,70.5,54,48,Oil crop,,,,,,,,,,,,,,,
143,47,29,6.7,30,69.7,70,66,Oil crop,,,,,,,,,,,,,,,
154,34,21,6.6,25,71.3,68,76,Oil crop,,,,,,,,,,,,,,,
258,29,26,6.5,24,71.5,57,49,Oil crop,,,,,,,,,,,,,,,
248,30,34,6.7,30,71.9,69,71,Oil crop,,,,,,,,,,,,,,,
380,98,69,6.3,25,72,52,69,Oil crop,,,,,,,,,,,,,,,
170,90,60,6.4,22,75.5,57,73,Oil crop,,,,,,,,,,,,,,,
220,82,51,6.3,20,74.9,66,63,Oil crop,,,,,,,,,,,,,,,
350,83,59,6.4,26,69.1,57,42,Oil crop,,,,,,,,,,,,,,,
290,80,55,6.4,25,73,67,42,Oil crop,,,,,,,,,,,,,,,
165,77,41,6.7,23,74.5,64,61,Oil crop,,,,,,,,,,,,,,,
310,68,49,6.3,21,68.6,57,74,Oil crop,,,,,,,,,,,,,,,
260,70,35,6.4,30,71.9,60,40,Oil crop,,,,,,,,,,,,,,,
180,72,21,6.4,20,71.6,65,65,Oil crop,,,,,,,,,,,,,,,
151,48,36,6.4,30,73.1,58,57,Oil crop,,,,,,,,,,,,,,,
270,47,60,6.6,29,77.8,54,79,Oil crop,,,,,,,,,,,,,,,
350,48,84,6.3,22,71.8,61,67,Oil crop,,,,,,,,,,,,,,,
227,54,111,6.6,21,69.8,65,56,Oil crop,,,,,,,,,,,,,,,
164,47,31,6.4,23,70.1,66,75,Oil crop,,,,,,,,,,,,,,,
255,44,45,6.4,22,76.7,51,48,Oil crop,,,,,,,,,,,,,,,
325,41,59,6.3,22,69.1,60,55,Oil crop,,,,,,,,,,,,,,,
272,44,76,6.3,27,78.1,56,48,Oil crop,,,,,,,,,,,,,,,
159,48,31,6.6,24,75.6,69,63,Oil crop,,,,,,,,,,,,,,,
275,48,45,6.4,23,70.2,55,76,Oil crop,,,,,,,,,,,,,,,
358,48,59,6.3,24,78.2,59,60,Oil crop,,,,,,,,,,,,,,,
215.6,54,76,6.6,30,71.6,50,46,Oil crop,,,,,,,,,,,,,,,
175,47,36,6.6,26,69.4,63,41,Oil crop,,,,,,,,,,,,,,,
268,50,58,6.6,23,77.6,70,58,Oil crop,,,,,,,,,,,,,,,
350,48,88,6.7,27,75.4,62,50,Oil crop,,,,,,,,,,,,,,,
273,54,110,6.7,22,74.5,52,70,Oil crop,,,,,,,,,,,,,,,
156,46,26,6.3,28,69.8,60,55,Oil crop,,,,,,,,,,,,,,,
158,50,36,5.5,21,60,60,109,Onion,,,,,,,,,,,,,,,
263,53,61,5.6,15,57.1,53,62,Onion,,,,,,,,,,,,,,,
338,56,85,5.6,22,62.8,53,102,Onion,,,,,,,,,,,,,,,
155,65,112,5.6,16,56.3,63,63,Onion,,,,,,,,,,,,,,,
153,47,31,5.3,15,57.6,63,119,Onion,,,,,,,,,,,,,,,
248,46,46,5.6,21,60.5,64,63,Onion,,,,,,,,,,,,,,,
313,44,60,5.3,20,61.6,67,109,Onion,,,,,,,,,,,,,,,
171,48,77,5.4,19,60.9,68,94,Onion,,,,,,,,,,,,,,,
158,50,36,5.6,23,55,56,104,Onion,,,,,,,,,,,,,,,
263,53,61,5.4,20,64.7,60,64,Onion,,,,,,,,,,,,,,,
338,56,85,5.6,24,58.8,50,96,Onion,,,,,,,,,,,,,,,
170,65,112,5.6,21,62.7,55,112,Onion,,,,,,,,,,,,,,,
153,48,31,5.7,19,60.5,62,72,Onion,,,,,,,,,,,,,,,
248,46,46,5.4,22,64,61,110,Onion,,,,,,,,,,,,,,,
313,44,60,5.5,16,56.1,53,90,Onion,,,,,,,,,,,,,,,
170,48,77,5.4,17,60,69,113,Onion,,,,,,,,,,,,,,,
158,50,36,5.6,13,62,55,56,Onion,,,,,,,,,,,,,,,
263,53,61,5.3,20,57.4,59,63,Onion,,,,,,,,,,,,,,,
338,56,85,5.3,16,62.5,63,120,Onion,,,,,,,,,,,,,,,
157,65,112,5.4,22,64.6,59,50,Onion,,,,,,,,,,,,,,,
159,51,37,5.6,14,59.4,61,93,Onion,,,,,,,,,,,,,,,
264,52,62,5.5,19,57.1,68,97,Onion,,,,,,,,,,,,,,,
337,55,84,5.3,22,56.4,59,93,Onion,,,,,,,,,,,,,,,
163,66,111,5.6,23,55.9,58,64,Onion,,,,,,,,,,,,,,,
157,50,36,5.6,13,64.9,54,94,Onion,,,,,,,,,,,,,,,
266,51,63,5.6,22,59,51,80,Onion,,,,,,,,,,,,,,,
340,57,83,5.5,16,63.9,53,111,Onion,,,,,,,,,,,,,,,
154,67,110,5.6,20,56.3,57,96,Onion,,,,,,,,,,,,,,,
158,50,35,5.4,14,62.2,51,63,Onion,,,,,,,,,,,,,,,
262,54,61,5.4,23,62.9,58,79,Onion,,,,,,,,,,,,,,,
335,56,86,5.4,22,63.3,66,61,Onion,,,,,,,,,,,,,,,
152,68,114,5.6,24,55.7,63,88,Onion,,,,,,,,,,,,,,,
160,49,37,5.3,16,60.4,52,97,Onion,,,,,,,,,,,,,,,
265,53,60,5.6,17,58.5,62,104,Onion,,,,,,,,,,,,,,,
338,54,85,5.7,22,61.6,68,116,Onion,,,,,,,,,,,,,,,
148,65,112,5.3,23,59.8,66,107,Onion,,,,,,,,,,,,,,,
159,51,36,5.3,23,60.2,57,64,Onion,,,,,,,,,,,,,,,
263,52,59,5.4,20,63.2,65,63,Onion,,,,,,,,,,,,,,,
339,55,87,5.6,17,64.5,54,111,Onion,,,,,,,,,,,,,,,
155,69,109,5.5,13,62.5,60,70,Onion,,,,,,,,,,,,,,,
157,50,35,5.4,22,55.2,66,96,Onion,,,,,,,,,,,,,,,
264,54,62,5.4,19,62.3,56,120,Onion,,,,,,,,,,,,,,,
336,57,84,5.7,21,58.2,63,117,Onion,,,,,,,,,,,,,,,
159,67,113,5.6,18,63.5,62,105,Onion,,,,,,,,,,,,,,,
158,50,40,5.6,18,62.4,57,51,Onion,,,,,,,,,,,,,,,
264,51,59,5.5,17,56.9,63,97,Onion,,,,,,,,,,,,,,,
337,54,87,5.3,14,55.9,55,118,Onion,,,,,,,,,,,,,,,
167,65,113,5.5,18,63.2,64,95,Onion,,,,,,,,,,,,,,,
154,46,34,5.6,15,56.1,54,120,Onion,,,,,,,,,,,,,,,
246,47,48,5.5,13,62,54,54,Onion,,,,,,,,,,,,,,,
312,42,59,5.5,16,64.4,65,70,Onion,,,,,,,,,,,,,,,
156,49,73,5.4,13,62.4,50,108,Onion,,,,,,,,,,,,,,,
157,49,35,5.4,15,56.7,70,57,Onion,,,,,,,,,,,,,,,
264,52,63,5.4,20,61.9,59,114,Onion,,,,,,,,,,,,,,,
338,55,89,5.4,13,61.1,68,85,Onion,,,,,,,,,,,,,,,
146,63,115,5.5,14,60,50,89,Onion,,,,,,,,,,,,,,,
155,47,34,5.6,20,62.7,57,55,Onion,,,,,,,,,,,,,,,
249,44,41,5.5,21,57,51,55,Onion,,,,,,,,,,,,,,,
311,43,63,5.3,24,56.6,60,95,Onion,,,,,,,,,,,,,,,
167,49,78,5.6,13,59.6,62,57,Onion,,,,,,,,,,,,,,,
160,51,39,5.5,21,60.9,54,93,Onion,,,,,,,,,,,,,,,
265,53,63,5.3,20,56.8,54,95,Onion,,,,,,,,,,,,,,,
336,57,80,5.7,22,58.6,67,60,Onion,,,,,,,,,,,,,,,
166,65,114,5.6,24,63.3,54,92,Onion,,,,,,,,,,,,,,,
160,52,39,5.5,17,55.9,50,89,Onion,,,,,,,,,,,,,,,
261,50,59,5.5,13,58.1,64,109,Onion,,,,,,,,,,,,,,,
337,56,79,5.5,21,61.6,64,84,Onion,,,,,,,,,,,,,,,
153,66,113,5.7,14,56.9,69,77,Onion,,,,,,,,,,,,,,,
159,50,33,5.6,22,56.3,57,97,Onion,,,,,,,,,,,,,,,
267,50,60,5.4,24,61.8,54,60,Onion,,,,,,,,,,,,,,,
340,55,78,5.3,19,58.6,55,58,Onion,,,,,,,,,,,,,,,
161,68,109,5.3,19,60.4,54,112,Onion,,,,,,,,,,,,,,,
155,49,39,5.6,15,63.3,50,88,Onion,,,,,,,,,,,,,,,
261,55,62,5.7,18,56.3,68,61,Onion,,,,,,,,,,,,,,,
334,57,90,5.5,13,55.7,60,105,Onion,,,,,,,,,,,,,,,
157,67,117,5.3,24,56.2,68,93,Onion,,,,,,,,,,,,,,,
160,48,38,5.6,20,60.4,60,67,Onion,,,,,,,,,,,,,,,
265,52,63,5.5,15,63.8,56,117,Onion,,,,,,,,,,,,,,,
340,53,87,5.6,14,61.3,62,64,Onion,,,,,,,,,,,,,,,
160,64,108,5.5,16,59.3,69,52,Onion,,,,,,,,,,,,,,,
161,52,31,5.3,18,55.9,58,118,Onion,,,,,,,,,,,,,,,
262,51,60,5.5,19,63.2,61,90,Onion,,,,,,,,,,,,,,,
339,53,88,5.6,16,56.1,52,74,Onion,,,,,,,,,,,,,,,
146,69,111,5.5,20,62,68,97,Onion,,,,,,,,,,,,,,,
154,49,34,5.5,18,64.4,64,64,Onion,,,,,,,,,,,,,,,
263,53,59,5.4,15,62.4,69,53,Onion,,,,,,,,,,,,,,,
337,58,86,5.4,23,56.7,52,99,Onion,,,,,,,,,,,,,,,
166,66,113,5.4,20,61.9,67,99,Onion,,,,,,,,,,,,,,,
157,50,36,5.4,23,61.1,65,86,Onion,,,,,,,,,,,,,,,
262,52,63,5.5,15,60,57,111,Onion,,,,,,,,,,,,,,,
335,57,84,5.6,22,62.7,67,98,Onion,,,,,,,,,,,,,,,
155,65,110,5.5,15,57,68,104,Onion,,,,,,,,,,,,,,,
154,45,27,5.3,17,56.6,67,91,Onion,,,,,,,,,,,,,,,
250,45,46,5.6,17,59.6,59,79,Onion,,,,,,,,,,,,,,,
312,42,60,5.5,13,60.9,58,63,Onion,,,,,,,,,,,,,,,
165,46,72,5.3,19,56.8,51,60,Onion,,,,,,,,,,,,,,,
159,50,39,5.7,17,58.6,69,118,Onion,,,,,,,,,,,,,,,
261,52,61,5.6,16,63.3,61,94,Onion,,,,,,,,,,,,,,,
340,57,82,5.5,15,55.9,68,51,Onion,,,,,,,,,,,,,,,
149,66,110,5.5,17,58.1,52,67,Onion,,,,,,,,,,,,,,,
150,48,29,5.5,24,60,55,89,Onion,,,,,,,,,,,,,,,
246,46,43,5.6,16,57.1,57,109,Onion,,,,,,,,,,,,,,,
311,43,64,5.6,22,62.8,60,53,Onion,,,,,,,,,,,,,,,
149,49,74,5.6,17,56.3,62,119,Onion,,,,,,,,,,,,,,,
159,51,33,5.3,14,57.6,57,94,Onion,,,,,,,,,,,,,,,
262,54,59,5.6,18,60.5,70,120,Onion,,,,,,,,,,,,,,,
335,54,86,5.3,15,61.6,59,70,Onion,,,,,,,,,,,,,,,
152,66,110,5.4,19,60.9,70,115,Onion,,,,,,,,,,,,,,,
160,49,40,5.6,18,55,65,85,Onion,,,,,,,,,,,,,,,
264,51,57,5.4,16,64.7,53,93,Onion,,,,,,,,,,,,,,,
339,53,86,5.6,15,58.8,54,66,Onion,,,,,,,,,,,,,,,
147,65,112,5.6,15,62.7,61,112,Onion,,,,,,,,,,,,,,,
158,51,32,5.7,22,60.5,53,58,Onion,,,,,,,,,,,,,,,
265,52,65,5.4,20,64,62,111,Onion,,,,,,,,,,,,,,,
341,56,78,5.5,17,56.1,58,107,Onion,,,,,,,,,,,,,,,
148,67,113,5.4,18,60,58,50,Onion,,,,,,,,,,,,,,,
159,49,38,5.6,19,62,60,113,Onion,,,,,,,,,,,,,,,
261,54,57,5.3,13,57.4,68,71,Onion,,,,,,,,,,,,,,,
334,54,87,5.3,17,62.5,55,115,Onion,,,,,,,,,,,,,,,
174,66,118,5.4,22,64.6,69,59,Onion,,,,,,,,,,,,,,,
160,47,34,5.6,19,59.4,61,57,Onion,,,,,,,,,,,,,,,
263,54,61,5.5,14,57.1,55,87,Onion,,,,,,,,,,,,,,,
336,52,89,5.3,15,56.4,61,69,Onion,,,,,,,,,,,,,,,
164,65,115,5.6,13,55.9,65,80,Onion,,,,,,,,,,,,,,,
161,49,34,5.6,23,64.9,52,77,Onion,,,,,,,,,,,,,,,
260,51,54,5.6,14,59,50,113,Onion,,,,,,,,,,,,,,,
340,54,83,5.5,15,63.9,61,102,Onion,,,,,,,,,,,,,,,
175,70,104,5.6,21,56.3,60,64,Onion,,,,,,,,,,,,,,,
157,49,34,5.4,13,62.2,70,73,Onion,,,,,,,,,,,,,,,
264,54,61,5.4,24,62.9,54,83,Onion,,,,,,,,,,,,,,,
336,55,85,5.4,16,63.3,62,66,Onion,,,,,,,,,,,,,,,
163,68,116,5.6,23,55.7,69,119,Onion,,,,,,,,,,,,,,,
158,48,43,5.3,21,60.4,61,51,Onion,,,,,,,,,,,,,,,
266,49,56,5.6,23,58.5,68,116,Onion,,,,,,,,,,,,,,,
339,54,84,5.7,23,61.6,68,118,Onion,,,,,,,,,,,,,,,
163,64,110,5.3,20,59.8,55,82,Onion,,,,,,,,,,,,,,,
152,45,32,5.3,15,60.2,62,66,Onion,,,,,,,,,,,,,,,
246,45,50,5.4,18,63.2,59,101,Onion,,,,,,,,,,,,,,,
309,43,59,5.6,15,64.5,62,109,Onion,,,,,,,,,,,,,,,
170,48,75,5.5,14,62.5,63,101,Onion,,,,,,,,,,,,,,,
154,50,30,5.4,19,55.2,60,70,Onion,,,,,,,,,,,,,,,
261,51,65,5.4,16,62.3,64,74,Onion,,,,,,,,,,,,,,,
335,56,87,5.7,22,58.2,65,101,Onion,,,,,,,,,,,,,,,
169,63,110,5.6,13,63.5,57,65,Onion,,,,,,,,,,,,,,,
157,48,36,5.6,14,62.4,67,50,Onion,,,,,,,,,,,,,,,
246,44,39,5.5,14,56.9,62,60,Onion,,,,,,,,,,,,,,,
311,43,63,5.3,14,55.9,58,56,Onion,,,,,,,,,,,,,,,
162,50,80,5.5,20,63.2,56,82,Onion,,,,,,,,,,,,,,,
157,51,37,5.6,18,56.1,62,116,Onion,,,,,,,,,,,,,,,
264,51,60,5.5,13,62,57,68,Onion,,,,,,,,,,,,,,,
165,142,46,5.2,25,66,73,163,Papaya,,,,,,,,,,,,,,,
151,130,50,5.1,23,61.6,61,137,Papaya,,,,,,,,,,,,,,,
300,118,59,5.1,22,66.8,63,152,Papaya,,,,,,,,,,,,,,,
201,112,56,5.3,23,65.5,74,126,Papaya,,,,,,,,,,,,,,,
368,163,272,5.2,29,65.6,79,128,Papaya,,,,,,,,,,,,,,,
151,145,259,5.3,22,68.9,65,194,Papaya,,,,,,,,,,,,,,,
186,127,245,5.3,24,61.6,74,155,Papaya,,,,,,,,,,,,,,,
287,112.5,232,5,32,64.1,73,143,Papaya,,,,,,,,,,,,,,,
365,142,246,5.3,29,69.5,70,187,Papaya,,,,,,,,,,,,,,,
170,130,240,5.3,31,70.7,73,174,Papaya,,,,,,,,,,,,,,,
197,118,234,5.1,28,62.5,60,129,Papaya,,,,,,,,,,,,,,,
219.7,112,231,5.4,27,69.5,71,182,Papaya,,,,,,,,,,,,,,,
240,82,221,5,29,70.8,61,194,Papaya,,,,,,,,,,,,,,,
152,80,265,5.4,26,64.5,62,155,Papaya,,,,,,,,,,,,,,,
196,78,309,5.2,28,69.3,62,187,Papaya,,,,,,,,,,,,,,,
208,82,356,5,32,65.9,68,124,Papaya,,,,,,,,,,,,,,,
240,82,221,5.1,26,62.3,75,123,Papaya,,,,,,,,,,,,,,,
165,80,265,5,23,68.4,77,199,Papaya,,,,,,,,,,,,,,,
172,78,309,5,29,68.2,79,126,Papaya,,,,,,,,,,,,,,,
226.3,82,356,5.4,26,70,74,164,Papaya,,,,,,,,,,,,,,,
244,85,226,5.2,29,62.1,73,121,Papaya,,,,,,,,,,,,,,,
166,88,220,5.3,30,65.1,69,149,Papaya,,,,,,,,,,,,,,,
267,93,316,5.1,24,69.8,63,175,Papaya,,,,,,,,,,,,,,,
188,90,360,5.4,30,64.6,68,185,Papaya,,,,,,,,,,,,,,,
240,82,221,5.1,22,70.7,60,171,Papaya,,,,,,,,,,,,,,,
152,80,265,5.1,25,64,62,191,Papaya,,,,,,,,,,,,,,,
273,78,309,5.1,31,61.7,75,195,Papaya,,,,,,,,,,,,,,,
270,82,356,5.2,23,66.9,78,176,Papaya,,,,,,,,,,,,,,,
244,85,226,5,22,65,61,136,Papaya,,,,,,,,,,,,,,,
159,88,220,5.4,29,68.8,75,189,Papaya,,,,,,,,,,,,,,,
205,93,316,5.4,23,66,76,129,Papaya,,,,,,,,,,,,,,,
215,90,360,5.2,24,65.7,69,187,Papaya,,,,,,,,,,,,,,,
240,82,221,5.4,23,61.4,70,150,Papaya,,,,,,,,,,,,,,,
148,80,265,5,30,70.2,69,120,Papaya,,,,,,,,,,,,,,,
207,78,309,5.1,30,70.7,63,186,Papaya,,,,,,,,,,,,,,,
205,82,356,5.4,27,63,69,148,Papaya,,,,,,,,,,,,,,,
244,85,226,5.2,26,65.3,77,173,Papaya,,,,,,,,,,,,,,,
163,88,220,5.3,31,65.7,76,146,Papaya,,,,,,,,,,,,,,,
222,93,316,5.1,31,67.5,73,131,Papaya,,,,,,,,,,,,,,,
259.5,90,360,5.3,23,68.8,68,176,Papaya,,,,,,,,,,,,,,,
244,85,226,5.1,27,70.6,60,129,Papaya,,,,,,,,,,,,,,,
152,88,220,5,24,63.6,70,196,Papaya,,,,,,,,,,,,,,,
185,93,316,5.3,26,62.4,71,179,Papaya,,,,,,,,,,,,,,,
264,90,360,5.3,26,69.9,67,162,Papaya,,,,,,,,,,,,,,,
242,84,219,5.2,31,62,70,187,Papaya,,,,,,,,,,,,,,,
150,82,262,5.3,26,66.8,61,122,Papaya,,,,,,,,,,,,,,,
191,81,305,5.2,32,70.2,80,181,Papaya,,,,,,,,,,,,,,,
179.8,83,358,5,30,66.2,70,123,Papaya,,,,,,,,,,,,,,,
246,87,228,5.1,24,68.4,69,144,Papaya,,,,,,,,,,,,,,,
153,87,267,5.2,28,66.2,80,157,Papaya,,,,,,,,,,,,,,,
297,94,318,5.2,32,70.7,69,162,Papaya,,,,,,,,,,,,,,,
230.1,91,363,5.4,27,67.5,75,125,Papaya,,,,,,,,,,,,,,,
243,83,224,5.3,23,66,77,196,Papaya,,,,,,,,,,,,,,,
148,83,266,5.3,23,69.8,80,121,Papaya,,,,,,,,,,,,,,,
181,80,311,5.2,24,65.4,64,164,Papaya,,,,,,,,,,,,,,,
213,85,361,5.1,27,68.9,73,185,Papaya,,,,,,,,,,,,,,,
245,86,230,5.4,29,66.5,77,156,Papaya,,,,,,,,,,,,,,,
160,86,270,5.1,24,66,63,142,Papaya,,,,,,,,,,,,,,,
184,92,320,5.2,31,64.6,70,200,Papaya,,,,,,,,,,,,,,,
281.5,92,365,5.3,27,65.3,64,187,Papaya,,,,,,,,,,,,,,,
241,84,223,5.3,24,70.1,73,138,Papaya,,,,,,,,,,,,,,,
157,81,264,5.1,28,65.1,61,131,Papaya,,,,,,,,,,,,,,,
232,78,308,5.4,23,65.3,78,135,Papaya,,,,,,,,,,,,,,,
203,84,357,5.3,22,69.4,72,145,Papaya,,,,,,,,,,,,,,,
247,85,227,5.1,31,62.1,62,195,Papaya,,,,,,,,,,,,,,,
172,85,265,5,27,70.2,76,159,Papaya,,,,,,,,,,,,,,,
177,95,317,5,27,65.9,67,137,Papaya,,,,,,,,,,,,,,,
249,93,364,5.1,26,64.9,76,136,Papaya,,,,,,,,,,,,,,,
242,84,225,5.2,25,67.5,60,173,Papaya,,,,,,,,,,,,,,,
149,87,268,5.3,23,64.1,63,196,Papaya,,,,,,,,,,,,,,,
195,92,314,5.4,23,61.1,67,152,Papaya,,,,,,,,,,,,,,,
246.2,92,362,5.1,24,69.8,79,158,Papaya,,,,,,,,,,,,,,,
245,85,223,5.1,31,64,66,172,Papaya,,,,,,,,,,,,,,,
167,83,266,5,32,69,75,151,Papaya,,,,,,,,,,,,,,,
205,78,309,5.3,30,69.6,73,120,Papaya,,,,,,,,,,,,,,,
214,85,357,5.4,32,67.5,62,178,Papaya,,,,,,,,,,,,,,,
248,86,230,5.1,23,66.1,72,175,Papaya,,,,,,,,,,,,,,,
159,87,268,5,24,63.5,70,183,Papaya,,,,,,,,,,,,,,,
298,91,319,5.3,22,70.7,74,130,Papaya,,,,,,,,,,,,,,,
274.8,92,366,5,26,70.6,65,125,Papaya,,,,,,,,,,,,,,,
244,85,227,5.4,23,70,61,169,Papaya,,,,,,,,,,,,,,,
153,86,269,5.2,32,62.1,68,125,Papaya,,,,,,,,,,,,,,,
184,79,313,5.3,31,65.1,76,154,Papaya,,,,,,,,,,,,,,,
174,84,362,5.1,32,69.8,76,171,Papaya,,,,,,,,,,,,,,,
243,84,225,5.4,28,64.6,64,120,Papaya,,,,,,,,,,,,,,,
155,81,264,5.1,29,70.7,71,149,Papaya,,,,,,,,,,,,,,,
246,82,307,5.1,25,64,68,131,Papaya,,,,,,,,,,,,,,,
296,84,359,5.1,32,61.7,77,179,Papaya,,,,,,,,,,,,,,,
247,85,228,5.2,32,66.9,70,154,Papaya,,,,,,,,,,,,,,,
159,86,265,5,26,65,66,153,Papaya,,,,,,,,,,,,,,,
258,91,321,5.4,23,68.8,62,156,Papaya,,,,,,,,,,,,,,,
232,93,364,5.4,29,66,62,153,Papaya,,,,,,,,,,,,,,,
245,86,224,5.2,22,65.7,67,191,Papaya,,,,,,,,,,,,,,,
176,83,267,5.4,22,61.4,67,164,Papaya,,,,,,,,,,,,,,,
231.8,78,309,5,25,70.2,62,132,Papaya,,,,,,,,,,,,,,,
218,83,362,5.1,32,70.7,74,149,Papaya,,,,,,,,,,,,,,,
246,85,229,5.4,32,63,73,123,Papaya,,,,,,,,,,,,,,,
174,88,268,5.2,27,65.3,78,133,Papaya,,,,,,,,,,,,,,,
173,93,319,5.3,32,65.7,79,142,Papaya,,,,,,,,,,,,,,,
224,90,365,5.1,26,67.5,70,164,Papaya,,,,,,,,,,,,,,,
247,87,230,5.2,31,66,76,131,Papaya,,,,,,,,,,,,,,,
146,87,271,5.1,22,61.6,79,138,Papaya,,,,,,,,,,,,,,,
217,94,322,5.1,27,66.8,78,141,Papaya,,,,,,,,,,,,,,,
298,93,366,5.3,23,65.5,78,190,Papaya,,,,,,,,,,,,,,,
245,84,226,5.2,23,65.6,68,168,Papaya,,,,,,,,,,,,,,,
168,83,266,5.3,29,68.9,62,128,Papaya,,,,,,,,,,,,,,,
